corpus,chunk1,chunk2
embereid,embere,id
centet,cent,et
zárjuk,zárj,uk
munkások,munkás,ok
hívjatok,hívja,tok
olajat,olaj,at
tökre,tök,re
csípős,csíp,ős
készpénz,kész,pénz
mindkettőtöket,mind,kettőtöket
mindkettőtöket,mindkettőt,öket
mindkettőtöket,mindkettőtök,et
udvaron,udvar,on
németország,német,ország
holtak,hol,tak
holtak,holt,ak
harcoltam,harcol,tam
harcoltam,harcolt,am
középiskolában,közép,iskolában
valakitől,val,akitől
valakitől,valaki,től
szarba,szar,ba
halálba,halál,ba
kezdted,kezd,ted
emberrablás,ember,rablás
férfias,férfi,as
unokatestvérem,unoka,testvérem
unokatestvérem,unokatestvér,em
lépnem,lép,nem
személyek,sze,mélyek
nézne,néz,ne
jelentették,jelen,tették
jelentették,jelent,ették
kábítószer,kábító,szer
kényelmesen,kényelmes,en
fogadják,fog,adják
rokonok,ro,konok
rokonok,rokon,ok
emlékezzen,emlékezz,en
használok,használ,ok
arcomat,arcom,at
melegen,mel,egen
melegen,meleg,en
töltve,tölt,ve
ajtónál,aj,tónál
ajtónál,ajtó,nál
ajtónál,ajtón,ál
csodálatosan,csodálatos,an
hagyhattam,hagyhat,tam
jelentettek,jelen,tettek
jelentettek,jelent,ettek
srácoknak,srácok,nak
könyvem,könyv,em
köztársaság,köz,társaság
alapon,alap,on
nagyban,nagy,ban
űrhajós,űr,hajós
vénember,vén,ember
tárgyak,tárgy,ak
váltott,vált,ott
félúton,fél,úton
látogatás,látogat,ás
magamból,magam,ból
családok,család,ok
derül,der,ül
vadászok,vadász,ok
érem,ér,em
állítottam,állított,am
nyugdíjas,nyugdíj,as
karma,kar,ma
messzebb,messze,bb
tízszer,tíz,szer
koncertre,koncert,re
számlákat,számlák,at
jelenik,jele,nik
őrsre,őrs,re
húgomat,húgom,at
században,század,ban
kívánni,kíván,ni
férjet,fér,jet
férjet,férj,et
édesapád,édes,apád
töltse,tölt,se
barátoddal,barátod,dal
élettel,élet,tel
erőteljes,erő,teljes
szolgálatot,szolgálat,ot
gyerekjáték,gyerek,játék
timmy,tim,my
indok,in,dok
vallomás,vallom,ás
főiskola,fő,iskola
inget,in,get
inget,ing,et
amim,am,im
vonattal,vonat,tal
lélegezzen,lélegezz,en
rájövök,rá,jövök
hozzatok,hozza,tok
barátaiddal,barátaid,dal
oroszország,orosz,ország
országba,ország,ba
darren,dar,ren
dagi,da,gi
kérdéses,kérdés,es
hazaviszlek,haza,viszlek
hetekig,hetek,ig
szülinapja,szülinap,ja
mutatnak,mutat,nak
érnem,ér,nem
folytatott,folytat,ott
telefonáltam,telefonál,tam
telefonáltam,telefonált,am
kísérletet,kísérlet,et
úrfi,úr,fi
goromba,go,romba
vinned,vin,ned
főiskolai,fő,iskolai
ölje,öl,je
kérdezzem,kérdezz,em
fordulnak,fordul,nak
vártuk,várt,uk
szívedet,szíved,et
tönkretetted,tönkre,tetted
tönkretetted,tönkretett,ed
rohan,ro,han
csinálnia,csinál,nia
férjemnek,férjem,nek
pisilni,pisil,ni
agyon,agy,on
testvérét,test,vérét
szuka,szu,ka
hozzanak,hozza,nak
rólatok,róla,tok
tompa,tom,pa
emberektől,emberek,től
semmirekellő,semmire,kellő
főként,fő,ként
istennő,isten,nő
hoznál,hoz,nál
kapun,kap,un
műholdas,műhold,as
ejtett,ej,tett
nyertes,nyert,es
ügyre,ügy,re
hiábavaló,hiába,való
bocsánatkérés,bocsánat,kérés
vadászat,vadász,at
moziban,mozi,ban
küldted,küld,ted
holden,hol,den
holden,hold,en
rendőröknek,rend,őröknek
rendőröknek,rendőrök,nek
nemzetbiztonsági,nemzet,biztonsági
vízből,víz,ből
dobozba,doboz,ba
kérdezek,kérd,ezek
fejenként,fejen,ként
szépet,szép,et
helyeket,helye,ket
helyeket,helyek,et
mindenkitől,mindenki,től
padló,pad,ló
kalózok,kalóz,ok
mentse,ment,se
tudatni,tudat,ni
vádak,vád,ak
kedvesnek,kedves,nek
perces,perc,es
számat,szám,at
ezra,ez,ra
szeress,szer,ess
figyelmeztetem,figyelmeztet,em
kérdésekre,kérdések,re
balesetben,bal,esetben
készülünk,kész,ülünk
nyúljon,nyúl,jon
nyúljon,nyúlj,on
francisco,fran,cisco
nagyuram,nagy,uram
öltél,öl,tél
öltél,ölt,él
faluba,falu,ba
használhatom,használhat,om
másodpercre,másod,percre
másodpercre,másodperc,re
farka,far,ka
arcára,arc,ára
janice,ja,nice
janice,jan,ice
délutáni,dél,utáni
csajom,csaj,om
napokig,napok,ig
luis,lu,is
dobtam,dob,tam
szembenézni,szembe,nézni
szembenézni,szembenéz,ni
milo,mi,lo
tárgyat,tárgy,at
fáradtnak,fáradt,nak
szerelemről,szerelem,ről
semmink,sem,mink
húzzuk,húzz,uk
hatására,hatás,ára
keresés,keres,és
árán,ár,án
újságok,újság,ok
tértem,tért,em
halkan,hal,kan
halkan,halk,an
egyenlőre,egyenlő,re
ezektől,ezek,től
számítana,számít,ana
liba,li,ba
következményei,következmény,ei
szarságot,szarság,ot
potenciális,potenciál,is
létrehozni,létre,hozni
létrehozni,létrehoz,ni
javasolta,javasol,ta
munkánkat,munkán,kat
munkánkat,munkánk,at
shannon,shan,non
ötöt,öt,öt
dolgait,dolga,it
édességet,édesség,et
terepet,terep,et
mertem,mert,em
állnia,áll,nia
forgatókönyvet,forgatókönyv,et
futó,fu,tó
szavazás,szavaz,ás
sokára,sok,ára
sokára,soká,ra
ártatlanok,ártatlan,ok
helyekre,helyek,re
falnak,fal,nak
nevezed,neve,zed
nevezed,nevez,ed
sadie,sa,die
álmodtál,álmod,tál
lovagolni,lovagol,ni
nézted,néz,ted
építették,épít,ették
almát,al,mát
szabadságra,szabadság,ra
őrültségnek,őrültség,nek
hatni,hat,ni
fickóról,fickó,ról
olcsóbb,olcsó,bb
gyanúsítottak,gyanúsított,ak
nyomni,nyom,ni
olvasott,olvas,ott
állampolgár,állam,polgár
angolok,angol,ok
középiskola,közép,iskola
északon,észak,on
használva,használ,va
üzenetem,üzenet,em
vonatra,vonat,ra
esetem,eset,em
csapos,csa,pos
csapos,csap,os
balhé,bal,hé
uncsi,un,csi
rabolni,rabol,ni
olvasom,olvas,om
vállalja,váll,alja
vállalja,vállal,ja
időn,id,őn
dolgoknak,dolgok,nak
mozdulat,mozdul,at
tapsot,taps,ot
siet,si,et
műsorban,mű,sorban
műsorban,műsor,ban
sokkot,sokk,ot
barlang,bar,lang
csajokat,csajok,at
amikre,amik,re
pisilnem,pisil,nem
percenként,percen,ként
halálosan,halál,osan
halálosan,halálos,an
nyitom,nyit,om
stresszes,stressz,es
vártak,vár,tak
vártak,várt,ak
révén,ré,vén
számban,szám,ban
fenséges,fenség,es
lépésre,lépés,re
afganisztánban,afganisztán,ban
hálaadás,hála,adás
jutna,jut,na
amelynek,amely,nek
ismertek,is,mertek
orvosnak,orvos,nak
próbáljam,próbál,jam
próbáljam,próbálj,am
mobilom,mobil,om
varázslatot,varázslat,ot
egyenként,egyen,ként
vesztettünk,vesz,tettünk
rendelni,rendel,ni
különféle,külön,féle
fontosnak,fontos,nak
rajt,ra,jt
gyermekeim,gyermeke,im
örömöt,öröm,öt
hughes,hugh,es
gyümölcsöt,gyümölcs,öt
bújt,bú,jt
verset,ver,set
verset,vers,et
barlangban,barlang,ban
ribi,ri,bi
csillagflotta,csillag,flotta
mozgásban,mozgás,ban
holnapután,holnap,után
sírva,sír,va
építette,épít,ette
néhai,né,hai
mindenből,minden,ből
késett,kése,tt
akarj,aka,rj
rejtve,rejt,ve
nyelved,nyelv,ed
neveznek,nevez,nek
csapattal,csapat,tal
szemüveg,szem,üveg
aludjon,aludj,on
választottak,választott,ak
kert,ke,rt
kellő,kel,lő
life,li,fe
törve,tör,ve
ejtette,ej,tette
ejtette,ejt,ette
utálni,utál,ni
bármiféle,bár,miféle
bármiféle,bármi,féle
lakásba,lakás,ba
konkrétan,konkrét,an
intézte,intéz,te
üzletről,üzlet,ről
barátodnak,barátod,nak
barátnőjével,barát,nőjével
vagyon,vagy,on
formája,for,mája
válasszon,válassz,on
rendelte,rendel,te
népem,nép,em
nevüket,nevü,ket
nevüket,nevük,et
bocsássatok,bocsássa,tok
tagadja,tag,adja
időnket,időn,ket
időnket,időnk,et
szabadlábra,szabad,lábra
hart,ha,rt
vallott,vall,ott
hálátlan,hálát,lan
joguk,jog,uk
apátok,apát,ok
csalni,csal,ni
izgulok,izgul,ok
lábai,lá,bai
lábai,láb,ai
vess,ve,ss
támadásra,támadás,ra
okosak,okos,ak
brien,bri,en
otto,ot,to
bizalmát,biz,almát
percy,per,cy
sétáltam,sétál,tam
sétáltam,sétált,am
lábaim,lába,im
barátnőmet,barátnő,met
barátnőmet,barátnőm,et
zsíros,zsír,os
léptél,lép,tél
húztam,húz,tam
árulni,árul,ni
énem,én,em
fiadat,fi,adat
fiadat,fiad,at
ajtóhoz,aj,tóhoz
ajtóhoz,ajtó,hoz
devon,de,von
devon,dev,on
érdekesnek,érdek,esnek
érdekesnek,érdekes,nek
randit,rand,it
ujjal,ujj,al
alany,al,any
randin,rand,in
másikkal,másik,kal
vágtam,vág,tam
haltam,hal,tam
haltam,halt,am
hajlandóak,hajlandó,ak
láda,lá,da
milliókat,millió,kat
milliókat,milliók,at
heló,he,ló
kubai,ku,bai
ölelés,ölel,és
folyóba,folyó,ba
mindenhová,minden,hová
brendan,bren,dan
pincérnő,pincér,nő
álmos,ál,mos
luxus,lux,us
jelentem,jelent,em
kocsira,kocsi,ra
szeva,sze,va
kocsikat,kocsi,kat
kocsikat,kocsik,at
alakultak,alakul,tak
alakultak,alakult,ak
okok,ok,ok
művelnek,művel,nek
bocsánatkéréssel,bocsánat,kéréssel
mindkettőtöknek,mind,kettőtöknek
mindkettőtöknek,mindkettőtök,nek
lábamat,lábam,at
csillagot,csillag,ot
máshoz,más,hoz
ütős,üt,ős
olyankor,olyan,kor
motel,mo,tel
valamibe,val,amibe
valamibe,vala,mibe
hagynál,hagy,nál
hőse,hő,se
price,pr,ice
tudhatom,tudhat,om
bolygóról,bolygó,ról
menjél,menj,él
másiknak,másik,nak
kezdetektől,kezdetek,től
háznál,ház,nál
tanulnia,tanul,nia
gimi,gi,mi
figyelje,figyel,je
istenhez,isten,hez
gail,ga,il
powell,po,well
pontja,pont,ja
akárhol,akár,hol
bázisra,bázis,ra
sereget,ser,eget
sereget,sereg,et
játékokat,játékok,at
számba,szám,ba
magadból,magad,ból
tévednek,téved,nek
családomnak,családom,nak
mozogjon,mozog,jon
mozogjon,mozogj,on
alagsorban,alagsor,ban
világgal,világ,gal
barátaidat,barátaid,at
szépfiú,szép,fiú
büntetni,büntet,ni
herman,her,man
törölni,tör,ölni
internetes,internet,es
céges,cég,es
magamon,maga,mon
magamon,magam,on
kezelésre,kezelés,re
családodat,családod,at
hallgatnak,hallgat,nak
viccesnek,vicc,esnek
viccesnek,vicces,nek
teremtett,terem,tett
nyakláncot,nyak,láncot
nyakláncot,nyaklánc,ot
kávéra,kávé,ra
balszerencse,bal,szerencse
apuka,apu,ka
élned,él,ned
ezekhez,ezek,hez
hazaértem,haza,értem
hazaértem,hazaért,em
gyilkosnak,gyilkos,nak
hercegnőt,herceg,nőt
embereimet,emberei,met
embereimet,embereim,et
bázison,bázis,on
folyamatot,folyamat,ot
élvezet,él,vezet
élvezet,élvez,et
borravalót,borra,valót
tanultad,tanul,tad
tanultad,tanult,ad
biztonságiakat,biztonságiak,at
mintegy,mint,egy
ragadtam,ragad,tam
ragadtam,ragadt,am
hagyna,hagy,na
esküvője,esküvő,je
gyermekei,gyermek,ei
gabi,ga,bi
irakban,irak,ban
bántja,bánt,ja
dani,da,ni
hamburgert,ham,burgert
marcy,mar,cy
árulta,árul,ta
épphogy,épp,hogy
nyújtott,nyújt,ott
nőstény,nős,tény
gyerekeimet,gyerekei,met
gyerekeimet,gyerekeim,et
hallottalak,hallott,alak
pillanattól,pillanat,tól
árult,áru,lt
látásra,látás,ra
bármivel,bár,mivel
bármivel,bármi,vel
rabló,rab,ló
vitted,vitt,ed
maddie,mad,die
bűntudatot,bűntudat,ot
fogat,fog,at
biztosított,biztosít,ott
követték,kö,vették
nevetett,ne,vetett
nevetett,neve,tett
ágyon,ágy,on
hayes,ha,yes
nagydarab,nagy,darab
darcy,dar,cy
műtétre,műtét,re
semmiképpen,sem,miképpen
semmiképpen,semmi,képpen
semmiképpen,semmik,éppen
semmiképpen,semmiképp,en
csókolni,csókol,ni
állhatom,állhat,om
csinálnál,csinál,nál
holnaptól,hol,naptól
holnaptól,holnap,tól
létfontosságú,lét,fontosságú
csendesen,csendes,en
öngyilkosságot,ön,gyilkosságot
öngyilkosságot,öngyilkosság,ot
mindaddig,mind,addig
személyre,sze,mélyre
személyre,személy,re
hotelt,ho,telt
tudj,tu,dj
táncra,tánc,ra
nevetek,ne,vetek
századi,száz,adi
világszerte,világ,szerte
névre,név,re
könyörögni,könyörög,ni
intézet,intéz,et
múltja,múlt,ja
hallgassatok,hallgassa,tok
eugene,eu,gene
őrsön,őrs,ön
mindenáron,minden,áron
építettem,épít,ettem
építettem,épített,em
univerzumban,univerzum,ban
kínaiak,kínai,ak
széfet,széf,et
szerencsejáték,szerencse,játék
partnerem,partner,em
országnak,ország,nak
vízen,víz,en
figyeltél,figyel,tél
figyeltél,figyelt,él
robinson,robin,son
hozzáállás,hozzá,állás
hadművelet,had,művelet
jaja,ja,ja
repülök,repül,ök
ugyanott,ugyan,ott
érdemelsz,érd,emelsz
nadia,na,dia
vakon,vak,on
receptet,recept,et
államügyész,állam,ügyész
holdra,hold,ra
végzed,vég,zed
rakta,rak,ta
sikerülne,si,kerülne
sikerülne,siker,ülne
sikerülne,sikerül,ne
temetésre,temetés,re
bíboros,bíbor,os
csalt,csa,lt
különlegeset,különleges,et
merev,mer,ev
bush,bu,sh
vallja,vall,ja
hozna,hoz,na
lógott,lóg,ott
gyilkolni,gyilkol,ni
sora,so,ra
amig,am,ig
vízre,víz,re
állítólagos,állítólag,os
csúcsra,csúcs,ra
emelt,eme,lt
önvédelem,ön,védelem
terveket,terve,ket
terveket,tervek,et
sütni,süt,ni
foga,fo,ga
dollárba,dollár,ba
zsarolás,zsarol,ás
ujjam,ujj,am
kezeddel,kezed,del
milyennek,mily,ennek
milyennek,milyen,nek
adatot,adat,ot
farok,far,ok
nyomkövető,nyom,követő
helyszínén,helyszín,én
változtatta,változtat,ta
szívni,szív,ni
lake,la,ke
halálom,hal,álom
halálom,halál,om
csináljanak,csinálja,nak
nyaklánc,nyak,lánc
ilyesmiről,ilyesmi,ről
juthat,ju,that
juthat,jut,hat
bármiről,bár,miről
bármiről,bármi,ről
csontok,csont,ok
kívántam,kíván,tam
kívántam,kívánt,am
öten,öt,en
hordja,hord,ja
soron,so,ron
soron,sor,on
lyukba,lyuk,ba
papíron,papír,on
rosszabbat,rosszabb,at
washingtonba,washington,ba
ártott,árt,ott
titkokat,titkok,at
mintsem,mint,sem
have,ha,ve
törés,tör,és
érts,ér,ts
méret,mér,et
életről,élet,ről
veheti,ve,heti
hajókat,ha,jókat
hajókat,hajó,kat
hajókat,hajók,at
szavait,szava,it
amerre,am,erre
jókor,jó,kor
jókor,jók,or
szabályai,szabály,ai
üzletelni,üzletel,ni
merészeled,merészel,ed
azokból,az,okból
azokból,azok,ból
csöndet,csönd,et
tammy,tam,my
apunak,apu,nak
élők,él,ők
aidan,ai,dan
amikkel,amik,kel
indított,indít,ott
csinálna,csinál,na
egészről,egész,ről
emberhez,ember,hez
hazajöttem,haza,jöttem
hazajöttem,hazajött,em
bones,bon,es
szedte,szed,te
gyerekeit,gyereke,it
haverja,haver,ja
házasságban,házasság,ban
köti,kö,ti
super,su,per
füled,fül,ed
talaj,tal,aj
gemma,gem,ma
lábra,láb,ra
töltök,tölt,ök
lóra,ló,ra
csináljatok,csinálja,tok
vakmerő,vak,merő
játékosok,játékos,ok
miamiban,miami,ban
eresszen,eressz,en
autókat,autó,kat
autókat,autók,at
ígérte,ígér,te
ügynöknek,ügynök,nek
vágyott,vágy,ott
helyzeten,helyzet,en
segítségemre,segítségem,re
szabadlábon,szabad,lábon
porig,por,ig
valamid,val,amid
valamid,vala,mid
áldozatai,áldozat,ai
jártok,jár,tok
jártok,járt,ok
társai,tár,sai
társai,társ,ai
hányni,hány,ni
river,ri,ver
élem,él,em
éreztél,érez,tél
jégkrémet,jég,krémet
jégkrémet,jégkrém,et
nővért,nő,vért
nővért,nővé,rt
törte,tör,te
mindenhova,minden,hova
szolgálatára,szolgálat,ára
kérhetem,kér,hetem
kérhetem,kérhet,em
gondolatok,gondolat,ok
telihold,teli,hold
tévedtél,téved,tél
tévedtél,tévedt,él
immár,im,már
hálószoba,háló,szoba
okoznak,okoz,nak
szüleivel,szülei,vel
értse,ért,se
férne,fér,ne
földszinten,föld,szinten
földszinten,földszint,en
rakott,rak,ott
családoddal,családod,dal
zavarodott,zavarod,ott
szolgáltam,szolgál,tam
szolgáltam,szolgált,am
kommunikálni,kommunikál,ni
önálló,ön,álló
árulnak,árul,nak
örökölte,örök,ölte
testvéremet,test,véremet
testvéremet,testvére,met
testvéremet,testvérem,et
helyezni,helyez,ni
napló,nap,ló
sajtónak,sajtó,nak
mindazonáltal,mindazon,által
lázas,láz,as
házon,ház,on
állítsuk,állít,suk
állítsuk,állíts,uk
alkalomra,alkalom,ra
mázlista,mázlis,ta
tudva,tud,va
japánok,japán,ok
etetni,etet,ni
orvosra,orvos,ra
köveket,köve,ket
köveket,kövek,et
robotok,robot,ok
boszorkányok,boszorkány,ok
arcodon,arcod,on
közbejött,közbe,jött
fiuk,fi,uk
álmodni,álmod,ni
bates,bat,es
eseményeket,eseménye,ket
eseményeket,események,et
választod,válasz,tod
keresve,keres,ve
feszültséget,feszültség,et
szakértője,szakértő,je
mesterlövész,mester,lövész
road,ro,ad
sorozatot,sorozat,ot
melinda,me,linda
kettővel,kettő,vel
sokféle,sok,féle
másrészt,más,részt
emlékeztetni,emlékeztet,ni
gondosan,gond,osan
gondosan,gondos,an
féltél,fél,tél
féltél,félt,él
zaklatás,zaklat,ás
számotokra,számot,okra
emléket,emlék,et
óhajtja,óhajt,ja
hajat,haj,at
vigyázott,vigyáz,ott
nagyapja,nagy,apja
általam,által,am
húzott,húz,ott
mindened,minden,ed
válaszoltam,válaszol,tam
válaszoltam,válaszolt,am
járművet,jármű,vet
malac,mal,ac
segítőkész,segítő,kész
gonna,gon,na
rené,re,né
gumi,gu,mi
nyolcas,nyolc,as
tisztelni,tisztel,ni
rakja,rak,ja
fentről,fent,ről
határokat,határok,at
azokhoz,azok,hoz
játékba,játék,ba
kedvenced,kedvenc,ed
szerették,szer,ették
másfajta,más,fajta
here,he,re
intim,in,tim
intim,int,im
hegyet,hegy,et
bolondnak,bolond,nak
mérföldes,mérföld,es
sorsom,sors,om
gonoszt,gon,oszt
világháború,világ,háború
haljon,hal,jon
haljon,halj,on
testén,test,én
középiskolás,közép,iskolás
foglaljanak,foglalja,nak
vendégeket,vendége,ket
vendégeket,vendégek,et
mutassuk,mutass,uk
kezüket,kezük,et
államokba,államok,ba
asszisztensem,asszisztens,em
desszert,des,szert
veri,ve,ri
undok,un,dok
undok,und,ok
szívroham,szív,roham
címre,cím,re
szándékkal,szándék,kal
kapcsolatunkat,kapcsolatunk,at
moss,mo,ss
lássanak,lássa,nak
színpad,szín,pad
várjak,várj,ak
takarót,ta,karót
nőszemély,nő,személy
streeten,street,en
számoltam,számol,tam
számoltam,számolt,am
hagyjad,hagyj,ad
mutassak,mutass,ak
evés,ev,és
zűrzavar,zűr,zavar
bácsikád,bácsi,kád
igazit,igaz,it
németországban,német,országban
németországban,németország,ban
louie,lou,ie
mellettünk,mell,ettünk
szemeit,szeme,it
ilyesmivel,ilyesmi,vel
nyakam,nyak,am
barátként,barát,ként
desszertet,desszert,et
szereplő,szerep,lő
kérje,kér,je
tárgyalásra,tárgyalás,ra
tudhatta,tudhat,ta
vigyenek,vigye,nek
fiai,fi,ai
vérfarkas,vér,farkas
szellemeket,szelleme,ket
szellemeket,szellemek,et
álmaid,ál,maid
álmaid,álma,id
ismerned,ismer,ned
szedi,sze,di
bántottam,bántott,am
hazugságok,hazugság,ok
hazugságot,hazugság,ot
akinél,aki,nél
akinél,akin,él
ennivalót,enni,valót
üzeneted,üzenet,ed
imádott,imád,ott
fejedre,feje,dre
fejedre,fejed,re
filmre,film,re
madam,ma,dam
madam,mad,am
tanulás,tanul,ás
változtatott,változtat,ott
fokos,fo,kos
fokos,fok,os
bilincset,bilincs,et
fedélzetén,fedélzet,én
jacket,jack,et
ugyanazzal,ugyan,azzal
véred,vér,ed
üresen,üres,en
autóból,au,tóból
autóból,autó,ból
merem,me,rem
merem,mer,em
világvége,világ,vége
ütöttem,ütött,em
fáradj,fára,dj
pontban,pont,ban
kezemmel,kezem,mel
épül,ép,ül
csoportban,csoport,ban
vonja,von,ja
theresa,there,sa
tábornokot,tábornok,ot
lófaszt,ló,faszt
hever,he,ver
nyolckor,nyolc,kor
fújd,fú,jd
pihenés,pihen,és
frances,franc,es
érzéseimet,érzései,met
érzéseimet,érzéseim,et
amiken,ami,ken
amiken,amik,en
írjak,írj,ak
fizetned,fizet,ned
jude,ju,de
engedned,enged,ned
békésen,békés,en
mindazok,mind,azok
mindazok,mindaz,ok
ráérek,rá,érek
édesapám,édes,apám
képviseli,kép,viseli
vezetők,vezet,ők
láttatok,látta,tok
roham,ro,ham
sookie,sook,ie
bárt,bá,rt
fizettél,fizet,tél
engedted,enged,ted
pike,pi,ke
liga,li,ga
szüleimnek,szüleim,nek
látogatni,látogat,ni
bizonyítékom,bizonyíték,om
játsszuk,játssz,uk
kérdezzen,kérdez,zen
kérdezzen,kérdezz,en
okosan,ok,osan
okosan,okos,an
némelyik,né,melyik
gyerekkorom,gyerek,korom
unokatestvére,unoka,testvére
pénzüket,pénzük,et
annyival,annyi,val
foglalkozzon,foglalkozz,on
órákon,órák,on
gazemberek,gaz,emberek
otis,ot,is
totális,totál,is
gazda,gaz,da
érzéseket,érzése,ket
érzéseket,érzések,et
raktárba,raktár,ba
sikerülhet,si,kerülhet
sikerülhet,siker,ülhet
egészből,egész,ből
üzletnek,üzlet,nek
szemtanúja,szem,tanúja
szemtanúja,szemtanú,ja
nash,na,sh
emlékeim,emléke,im
vártalak,várt,alak
pontokat,pontok,at
másikban,másik,ban
pénzünket,pénzünk,et
merült,mer,ült
valakihez,val,akihez
valakihez,valaki,hez
percem,perc,em
hatás,hat,ás
légierő,légi,erő
figyelmemet,figyelme,met
figyelmemet,figyelmem,et
kényszerítette,kényszerít,ette
baromságot,baromság,ot
gyilkosságról,gyilkosság,ról
anyukádnak,anyukád,nak
valóságot,valóság,ot
nagybátyja,nagy,bátyja
szobalány,szoba,lány
rongyot,rongy,ot
életemmel,életem,mel
szemű,sze,mű
hatalmát,hat,almát
röhejes,röhej,es
sorra,sor,ra
közölte,köz,ölte
ténylegesen,tényleges,en
világom,világ,om
vállalok,vállal,ok
kétségbeesetten,kétségbeesett,en
nyakad,nyak,ad
élvezte,élvez,te
utálta,utál,ta
kezdettől,kezd,ettől
kezdettől,kezdet,től
callen,call,en
indulnak,indul,nak
ügynökkel,ügynök,kel
esnek,es,nek
ültél,ül,tél
ültél,ült,él
számítottál,számított,ál
tumor,tu,mor
házunkban,házunk,ban
szerelemre,szerelem,re
apámtól,apám,tól
jeannie,je,annie
okoztál,okoz,tál
menti,men,ti
őrültséget,őrültség,et
házak,há,zak
